[GIN] 2026/02/20 - 20:32:12 | 200 |  400.469958ms |             ::1 | GET      "/api/public/stories/تهران"
DEBUG: GetPublicStories for city: تهران
DEBUG: Found 0 groups for city: تهران
[GIN] 2026/02/20 - 20:32:12 | 200 |     361.875µs |             ::1 | GET      "/api/public/stories/تهران"
[GIN] 2026/02/20 - 20:32:15 | 204 |      29.334µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:15 | 204 |        36.5µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:15 | 200 |    7.678583ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:15 | 200 |     731.125µs |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:46 | 204 |     174.208µs |             ::1 | OPTIONS  "/api/admin/upload"
[GIN] 2026/02/20 - 20:32:46 | 200 |   41.995042ms |             ::1 | POST     "/api/admin/upload"
[GIN] 2026/02/20 - 20:32:46 | 200 |      6.0945ms |             ::1 | GET      "/uploads/1771606966052897000_Gemini_Generated_Image_vhatf0vhatf0vhat.png"
[GIN] 2026/02/20 - 20:32:47 | 204 |       4.291µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:47 | 201 |     47.5655ms |             ::1 | POST     "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:47 | 200 |    1.374666ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:32:59 | 204 |       48.25µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:32:59 | 204 |      19.709µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:32:59 | 200 |   20.269666ms |             ::1 | GET      "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:32:59 | 200 |    1.994583ms |             ::1 | GET      "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:13 | 204 |      40.125µs |             ::1 | OPTIONS  "/api/admin/story-groups/17/stories"
[GIN] 2026/02/20 - 20:33:13 | 201 |   21.498708ms |             ::1 | POST     "/api/admin/story-groups/17/stories"
[GIN] 2026/02/20 - 20:33:14 | 204 |       7.833µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:14 | 204 |       6.209µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:14 | 200 |    3.690708ms |             ::1 | GET      "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:14 | 200 |    3.551334ms |             ::1 | GET      "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:14 | 200 |    1.825333ms |             ::1 | GET      "/uploads/1771606993933326000_story.jpg"
[GIN] 2026/02/20 - 20:33:25 | 204 |       14.25µs |             ::1 | OPTIONS  "/api/admin/story-groups/17/stories"
[GIN] 2026/02/20 - 20:33:25 | 201 |   34.118667ms |             ::1 | POST     "/api/admin/story-groups/17/stories"
[GIN] 2026/02/20 - 20:33:25 | 204 |      12.292µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:25 | 200 |    2.206417ms |             ::1 | GET      "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:26 | 200 |     860.125µs |             ::1 | GET      "/uploads/1771607005043907000_story.jpg"
[GIN] 2026/02/20 - 20:33:30 | 204 |       12.75µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:30 | 204 |      23.291µs |             ::1 | OPTIONS  "/api/admin/story-groups/17"
[GIN] 2026/02/20 - 20:33:30 | 304 |      885.75µs |             ::1 | GET      "/uploads/1771607005043907000_story.jpg"
[GIN] 2026/02/20 - 20:33:30 | 304 |    4.966292ms |             ::1 | GET      "/uploads/1771606993933326000_story.jpg"
[GIN] 2026/02/20 - 20:33:33 | 204 |      28.291µs |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2026/02/20 - 20:33:33 | 204 |        3.75µs |             ::1 | OPTIONS  "/api/admin/stats"
[GIN] 2026/02/20 - 20:33:33 | 404 |      44.291µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:33:33 | 404 |       2.334µs |             ::1 | GET      "/api/admin/stats"
[GIN] 2026/02/20 - 20:33:34 | 204 |       4.875µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:34 | 204 |       3.917µs |             ::1 | OPTIONS  "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:34 | 200 |   21.501292ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:34 | 200 |    1.751459ms |             ::1 | GET      "/api/admin/story-groups"
[GIN] 2026/02/20 - 20:33:34 | 304 |     172.667µs |             ::1 | GET      "/uploads/1771606966052897000_Gemini_Generated_Image_vhatf0vhatf0vhat.png"
[GIN] 2026/02/20 - 20:33:38 | 204 |      48.833µs |             ::1 | OPTIONS  "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:38 | 400 |    8.931166ms |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:40 | 400 |     138.958µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
[GIN] 2026/02/20 - 20:33:40 | 400 |     168.042µs |             ::1 | PATCH    "/api/admin/story-groups/17/status"
